Title,Origin/Ethnicity,Director,Cast,Genre,Keywords,Year Binned
Predestination,Australian,Spierig brothers,"Ethan Hawke, Sarah Snook, Noah Taylor",thriller,"['agent', 'jane', 'bomber', 'john', 'man', 'agency', 'organs', 'lover', 'york', 'baby', 'time', 'device', 'space', 'female', 'bartender']",2010s
"Rover, TheThe Rover",Australian,David Michôd,"Guy Pearce, Robert Pattinson, Scoot McNairy, Gillian Jones",drama,"['eric', 'rey', 'henry', 'archie', 'soldier', 'caleb', 'truck', 'doctor', 'shoots', 'car', 'den', '300', 'driving', 'circus', 'abandoned']",2010s
Son of a Gun,Australian,Julius Avery,"Ewan McGregor, Brenton Thwaites, Alicia Vikander",thriller,"['lynch', 'jr', 'tasha', 'gold', 'josh', 'sam', 'dave', 'employees', 'heist', 'quarry', 'estate', 'getaway', 'instructions', 'prison', 'chris']",2010s
"Water Diviner, TheThe Water Diviner",Australian,Russell Crowe,"Russell Crowe, Jai Courtney, Jacqueline McKenzie",drama,"['joshua', 'arthur', 'greek', 'turkish', 'hotel', 'edward', 'train', 'sons', 'istanbul', 'soldiers', 'cricket', 'bat', 'blaming', 'australian', 'travel']",2010s
Wolf Creek 2,Australian,Greg McLean,"John Jarratt, Ryan Corr, Shane Connor, Shannon Ashlyn",horror,"['mick', 'paul', 'highway', 'truck', 'connor', 'question', 'jack', 'lil', 'finds', 'creek', 'limit', 'hammer', 'speeding', 'officers', 'driving']",2010s
Wyrmwood,Australian,Kiah Roache-Turner,"Jay Gallagher, Bianca Bradey, Leon Burchill",horror,"['barry', 'brooke', 'benny', 'zombies', 'zombie', 'truck', 'frank', 'soldiers', 'doc', 'annie', 'captain', 'infected', 'kill', 'gas', 'meteor']",2010s
 Blinky Bill the Movie,Australian,Deane Taylor,"Ryan Kwanten, Rufus Sewell, Toni Collette, David Wenham, Deborah Mailman, Richard Roxburgh, Robin McLeavy, Barry Otto, Barry Humphries",animation,"['lizard', 'patch', 'adventure', 'green', 'influenced', 'ruler', 'valley', 'australian', 'requires', 'legend', 'complicated', 'creatures', 'ryan', 'assist', 'quest']",2015s
" Dressmaker, TheThe Dressmaker",Australian,Jocelyn Moorhouse,"Kate Winslet, Hugo Weaving, Liam Hemsworth, Judy Davis, Sarah Snook",drama,"['tilly', 'stewart', 'gertrude', 'teddy', 'molly', 'town', 'townspeople', 'dress', 'sergeant', 'evan', 'death', 'william', 'cursed', 'statement', 'died']",2015s
 Holding the Man,Australian,Neil Armfield,"Ryan Corr, Craig Stott, Kerry Fox, Sarah Snook, Guy Pearce, Anthony LaPaglia",drama,"['tim', 'john', 'hiv', 'melbourne', 'bob', 'sydney', 'aids', 'letter', 'positive', 'christmas', 'xavier', 'students', 'italy', 'contacted', 'teenagers']",2015s
 Infini,Australian,Shane Abbess,"Daniel MacPherson, Grace Huang, Luke Hemsworth, Bren Foster, Luke Ford",sci-fi,"['coast', 'west', 'infection', 'station', 'survivor', 'team', 'deranged', 'mining', 'biological', 'planet', 'surviving', 'informed', 'suffering', 'earth', 'forms']",2015s
 Last Cab To Darwin,Australian,Jeremy Sims,"Michael Caton, Jacki Weaver",comedy-drama,"['rex', 'territory', 'northern', 'polly', 'darwin', 'law', 'controversial', 'taking', 'dispute', 'bitter', 'sells', 'hill', 'legal', 'advantage', 'goodbye']",2015s
 Mad Max: Fury Road,Australian,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz, Abbey Lee, Riley Keough, Hugh Keays-Byrne, Nathan Jones, Rosie Huntington-Whiteley",science fiction,"['furiosa', 'joe', 'max', 'rig', 'war', 'wives', 'canyon', 'bullet', 'farmer', 'car', 'blood', 'pursuing', 'army', 'forces', 'toast']",2015s
 Oddball,Australian,Stuart McDonald,"Shane Jacobson, Sarah Snook",drama,"['emily', 'olivia', 'penguins', 'bradley', 'island', 'fox', 'zoe', 'egg', 'penguin', 'whale', 'pocket', 'jack', 'marsh', 'sanctuary', 'idea']",2015s
 Partisan,Australian,Ariel Kleiman,Vincent Cassel,drama,"['alexander', 'leo', 'meat', 'missions', 'ears', 'chicken', 'mission', 'assassin', 'question', 'gun', 'rex', 'chocolate', 'kindly', 'bleed', 'slaughtered']",2015s
 Ruben Guthrie,Australian,Brendan Cowell,"Patrick Brammall, Alex Dimitriades, Abbey Lee",drama,"['fiancée', 'advertisement', 'patrick', 'drunken', 'executive', 'pool', 'model', 'lifestyle', 'll', 'lands', 'drinking', 'game', 'water', 'leads', 'works']",2015s
 Strangerland,Australian,Kim Farrant,"Nicole Kidman, Joseph Fiennes, Hugo Weaving",thriller,"['matthew', 'lily', 'catherine', 'tom', 'diary', 'town', 'kids', 'desert', 'sexual', 'parker', 'reveal', 'seduce', 'report', 'sleep', 'calls']",2015s
 UNindian,Australian,Anupam Sharma,"Tannishtha Chatterjee, Brett Lee",drama,"['smitha', 'meera', 'deepak', 'sydney', 'khurana', 'australian', 'match', 'airport', 'indian', 'india', 'brett', 'henderson', 'daughter', 'supriya', 'police']",2015s
 Arrowhead,Australian,Jesse O'Brien,"Dan Mor, Aleisha Rose Groth",sci-fi,"['hatch', 'data', 'moon', 'shuttle', 'lang', 'foot', 'wounds', 'ship', 'scientific', 'rebellion', 'mining', 'vessel', 'transformation', 'revives', 'information']",2015s
 Backtrack,Australian,Michael Petroni,"Adrien Brody, Sam Neill, Robin McLeavy","mystery, thriller","['peter', 'elizabeth', 'william', 'barbara', 'evie', 'train', 'barry', 'duncan', 'tracks', 'accident', 'saw', 'window', 'erica', 'ghost', 'switch']",2015s
 The Daughter,Australian,Simon Stone,"Geoffrey Rush, Miranda Otto, Odessa Young",drama,"['oliver', 'christian', 'henry', 'charlotte', 'housekeeper', 'wedding', 'affair', 'suicide', 'compelled', 'teen', 'miserable', 'recovery', 'dumps', 'shotgun', 'australia']",2015s
 Downriver,Australian,Grant Scicluna,"Reef Ireland, Kerry Fox, Robert Taylor",drama,"['james', 'anthony', 'damien', 'paige', 'chris', 'body', 'wayne', 'joe', 'tunnels', 'ray', 'dogs', 'bridge', 'park', 'hole', 'mary']",2015s
 Emo the Musical,Australian,Neil Triffett,"Benson Jack Anthony, Jordan Hare","musical, comedy","['ethan', 'school', 'christian', 'rock', 'roz', 'factions', 'courtyard', 'convert', 'bradley', 'high', 'dilapidated', 'naive', 'jesus', 'totally', 'embraces']",2015s
 Hacksaw Ridge,Australian,Mel Gibson,"Andrew Garfield, Sam Worthington",biographical war film,"['dorothy', 'soldiers', 'unit', 'wounded', 'desmond', 'japanese', 'captain', 'beliefs', 'americans', 'division', 'battle', 'launch', 'cliff', 'enemy', 'guilty']",2015s
 Joe Cinque's Consolation,Australian,Sotiris Dounoukos,"Maggie Naouri, Jerome Meyer","drama, true crime","['1997', 'anu', 'drugged', 'heroin', 'australian', 'warned', 'guests', 'coffee', 'joe', 'national', 'singh', 'aware', 'university', 'dinner', 'took']",2015s
 The Legend of Ben Hall,Australian,Matthew Holmes,"Jack Martin, Jamie Coffa, William Lee","drama, action","['gang', 'hall', 'ben', 'john', 'robberies', 'eloped', 'colony', 'considering', 'declare', 'trusted', 'australian', 'recruit', 'policemen', 'closing', 'surrender']",2015s
 Lion,Australian,Garth Davis,"Rooney Mara, Nicole Kidman, Dev Patel, David Wenham",drama,"['saroo', 'guddu', 'sue', 'noor', 'india', 'hometown', 'train', 'mother', 'earth', 'rama', 'australian', 'lucy', 'biological', 'ticket', 'station']",2015s
 Looking for Grace,Australian,Sue Brooks,"Radha Mitchell, Richard Roxburgh, Odessa Young",drama,"['grace', 'western', 'hire', 'australia', 'detective', 'private', 'follows', 'attempt', 'runs', 'parents', 'story', 'away', 'home', '14', '13']",2015s
 A Month of Sundays,Australian,Matthew Saville,"Anthony LaPaglia, John Clarke, Julia Blake",comedy,"['frank', 'reconnect', 'inspires', 'blossoms', 'connect', 'charming', 'unusual', 'ordinary', 'attached', 'admit', 'divorced', 'estate', 'elderly', 'teenage', 'property']",2015s
 Red Billabong,Australian,Luke Sparke,"Dan Ewing, Tim Pocock, Jessica Green",thriller,"['tristan', 'brothers', 'australian', 'property', 'hands', 'developer', 'sinister', 'shady', 'choices', 'rocks', 'sum', 'legend', 'secrets', 'pulled', 'ancient']",2015s
 Scare Campaign,Australian,Cameron & Colin Cairns,"Meegan Warner, Ian Meadows, Olivia DeJonge",horror,"['marcus', 'emma', 'abby', 'prank', 'rohan', 'masked', 'trent', 'scare', 'campaign', 'web', 'actress', 'vicki', 'van', 'inside', 'dick']",2015s
 Ali's Wedding,Australian,Jeffrey Walker,"Osamah Sami, Don Hany, Helana Sawires",drama,"['reckless', 'muslim', 'chain', 'sense', 'lie', 'duty', 'ali', 'arranged', 'follow', 'don', 'sets', 'caught', 'loves', 'events', 'heart']",2015s
 Berlin Syndrome,Australian,Cate Shortland,"Teresa Palmer, Max Riemelt, Matthias Habich",thriller,"['andi', 'clare', 'apartment', 'father', 'natalie', 'realises', 'windows', 'cries', 'mentions', 'christmas', 'burns', 'night', 'appears', 'hair', 'locked']",2015s
 Breath,Australian,Simon Baker,"Elizabeth Debicki, Simon Baker, Richard Roxburgh",drama,"['boys', 'surfer', 'risks', 'greater', '1970s', 'connection', 'grown', 'teenage', 'challenges', 'dangerous', 'older', 'form', 'met', 'town', 'small']",2015s
 The Butterfly Tree,Australian,Priscilla Cameron,"Melissa George, Ewen Leslie, Ed Oxenbould, Sophie Lowe",drama,"['evelyn', 'al', 'competing', 'curse', 'queen', 'dad', 'competition', 'memories', 'single', 'puts', 'ex', 'learn', 'brings', 'son', 'death']",2015s
 Cargo,Australian,"Ben Howling, Yolanda Ramke","Martin Freeman, Anthony Hayes, Caren Pistorius",thriller,"['andy', 'rosie', 'kay', 'infected', 'violent', 'chance', 'aboriginal', '48', 'sacred', 'protected', 'tribe', 'pose', 'bid', 'passage', 'fought']",2015s
 Hotel Mumbai,Australian,Anthony Maras,"Armie Hammer, Dev Patel, Jason Isaacs",thriller,"['mumbai', 'taj', 'mahal', '2008', 'palace', 'survivors', 'victims', 'india', 'hotel', 'attacks', 'story', '17', '16', '150', '15']",2015s
 Hounds of Love,Australian,Ben Young,"Emma Booth, Ashleigh Cummings, Stephen Curry",crime,"['vicki', 'evelyn', 'john', 'maggie', 'shallow', 'outer', 'ordeal', 'charismatic', 'children', 'bush', 'tormented', 'lured', 'imminent', 'absent', 'separation']",2015s
 Jasper Jones,Australian,Rachel Perkins,"Hugo Weaving, Toni Collette","drama, mystery","['jasper', 'charlie', 'laura', 'eliza', 'lionel', 'jeffrey', 'aboriginal', 'town', 'pond', 'townspeople', 'tension', 'christmas', 'body', 'race', 'note']",2015s
 Jungle,Australian,Greg McLean,"Daniel Radcliffe, Alex Russell",adventure,"['karl', 'kevin', 'marcus', 'jungle', 'raft', 'stranger', 'hike', 'river', 'journey', 'tribe', 'la', 'says', 'supplies', 'authorities', 'survive']",2015s
 Killing Ground,Australian,Damien Power,"Aaron Pedersen, Harriet Dyer, Maya Stange, Tiarnie Coupland",thriller,"['ian', 'sam', 'ollie', 'german', 'margaret', 'emily', 'spot', 'car', 'ground', 'wreckage', 'hiding', 'silently', 'shoots', 'leaves', 'robert']",2015s
 The Osiris Child: Science Fiction Volume One,Australian,Shane Abbess,"Kellan Lutz, Daniel MacPherson, Isabel Lucas",sci-fi,"['kane', 'drifter', 'contractor', 'amid', 'global', 'set', 'unlikely', 'impending', 'alliance', 'crisis', 'lieutenant', 'daniel', 'nurse', 'haunted', 'race']",2015s
 Sweet Country,Australian,Warwick Thornton,"Sam Neill, Bryan Brown, Thomas M. Wright, Matt Day",western,"['sam', 'harry', 'farmer', 'aboriginal', 'fletcher', 'cattle', 'murder', 'defence', 'territory', 'northern', 'bitter', 'deadly', 'sergeant', 'veteran', 'surface']",2015s
 Tarnation,Australian,Daniel Armstrong,"Daisy Masterman, Jasy Holt, Sean McIntyre",horror,"['oscar', 'woods', 'unicorn', 'demonic', 'possess', 'devil', 'kicked', 'demon', 'cabin', 'ritual', 'hell', 'unbeknownst', 'thoughts', 'collect', 'cat']",2015s
 Three Summers,Australian,Ben Elton,"Robert Sheehan, Rebecca Breeds, Jacqueline McKenzie",comedy,"['roland', 'stern', 'poems', 'classic', 'refugee', 'folk', 'dancers', 'error', 'film', 'racist', 'rebecca', 'australian', 'diamond', 'pub', 'songs']",2015s
 2:22,Australian,Paul Currie,"Michiel Huisman, Teresa Palmer, Sam Reid",thriller,"['dylan', 'sarah', 'jonas', 'evelyn', 'central', 'grand', 'noah', 'pm', 'station', 'jake', 'gallery', 'exactly', '30', 'cab', 'pattern']",2015s
Matir Moina,Bangladeshi,Tareque Masud,"Jayanta Chattopadhyay, Rokeya Prachi","drama, history","['anu', 'pakistan', 'religious', 'political', 'changes', 'exorcism', 'freezing', 'liberation', 'devout', 'bangladesh', 'town', 'small', 'family', '1960s', 'refusal']",2000s
Hajar Bachhor Dhore,Bangladeshi,Kohinur Akter Suchanda,"Riaz, Shashi, Shahnoor, Shuchonda
ATM Shamsuzzaman [3]",drama,"['wives', 'marry', 'wife', 'widow', 'family', 'cousin', 'cousins', 'bury', 'protest', 'younger', 'disease', 'crying', 'bodies', 'elderly', 'property']",2005s
Molla Barir Bou,Bangladeshi,Salauddin Lavlu,"Riaz, Shabnur, Moushumi,
ATM Shamsuzzaman, Khairul Alam Sabuj","comedy, drama","['regime', 'charming', 'seat', 'picked', 'knowledge', 'country', 'village', 'called', 'story', 'film', 'home', 'life', '150', '15', '14']",2005s
Forever Flows,Bangladeshi,Abu Sayeed,"Shabnur, Ilias Kanchan, Litu Anam, Dolly Zahur, Jayanta Chattopadhyay, Shahidul Islam Shacchu,",drama,"['family', 'portrays', 'refuge', 'lower', 'girl', 'forever', 'struggle', 'course', 'takes', 'condition', 'slowly', 'changes', 'class', 'support', 'middle']",2005s
Shuva,Bangladeshi,Chashi Nazrul Islam,"Shakib Khan, Purnima, Sujata,
Chashi Nazrul Islam, Tushar Khan
",drama,"['proposal', 'govinda', 'village', 'marry', 'misery', 'father', 'marriage', 'insulted', 'deaf', 'eldest', 'grant', 'insults', 'daughter', 'refused', 'understand']",2005s
Nacholer Rani,Bangladeshi,Syed Wahiduzzaman Diamond,Shahana Shumi,drama,"['mitra', 'treated', 'queen', 'cause', 'zamindar', 'dedication', 'lavish', 'ma', 'recognition', 'rani', 'fought', 'title', 'ill', 'gave', 'took']",2005s
Tui Jodi Amar Hoiti Re,Bangladeshi,Uttam Akash,"Shakib Khan, Moushumi",romance,"['khan', 'eyes', 'landlord', 'loves', 'acted', 'understood', 'desires', 'impossible', 'junior', 'palace', 'simple', 'fell', 'sight', 'picks', 'understand']",2005s
Ulta Palta 69,Bangladeshi,Malek Afsary,"Manna, Purnima",unknown,"['neha', 'poorna', 'rope', 'trunk', 'goons', 'munna', 'assumed', 'policemen', 'goon', 'effects', 'injury', 'brain', 'thief', 'tricks', 'dead']",2005s
Doctor Bari,Bangladeshi,M Azijur Rahman,"Shakib Khan, Shabnaz",romance,"['doctors', 'film', '18th', '18', '17', '16', '150', '15', '14', '13', '12', '11', '100', '10', '000']",2005s
Daruchini Dwip,Bangladeshi,Toukir Ahmed,"Riaz, Momo, Mosharraf Karim, Munmun, Emon, Bindu, Asaduzzaman Noor, Abul Hayat","drama, comedy, romance","['bangladesh', 'girls', 'big', 'cox', 'team', 'stream', 'saint', 'conservative', 'consisting', 'weak', 'destination', 'finally', 'traveling', 'martin', 'common']",2005s
Aha!,Bangladeshi,Enamul Kabir Nirjhor,"Humayun Faridi, Tariq Anam Khan, Fazlur Rahman Babu, Shahidul Alam Shacchu, Ferdous Ahmed, Progya Laboni, Sathi Yasmin",drama,"['house', 'old', 'mr', 'involved', 'rahman', 'gets', 'cloth', 'underwear', 'fetch', 'color', 'companies', 'balcony', 'regularly', 'stranger', 'tortured']",2005s
Banshi,Bangladeshi,Abu Sayeed,"Jayanto Chattopadhyay, Amirul Haque Chowdhury, K.S. Firoz, Mamunul Haque, Tanvin Sweety",drama,"['arif', 'sights', 'reality', 'families', 'dream', 'juliet', 'romeo', 'shakespeare', 'film', 'village', 'imagination', 'embarrassed', 'influential', 'fair', 'culture']",2005s
The Last Thakur,Bangladeshi,Sadik Ahmed,"Tariq Anam Khan, Ahmed Rubel, Tanveer Hassan","action, drama","['thakur', 'chairman', 'hindu', 'muslim', 'proclaimed', 'bangladesh', 'largely', 'town', 'rivalry', 'landlord', 'sides', 'election', 'rifle', 'gun', 'quest']",2005s
Sobar Upore Tumi,Bangladeshi,F I Manik,"Shakib Khan, Swastika Mukharjee","drama, romance","['rahul', 'ria', 'mr', 'accident', 'banerjee', 'mukherjee', 'totally', 'establish', 'asylum', 'conspiracy', 'victor', 'homeless', 'grew', 'admitted', 'ended']",2005s
Gangajatra,Bangladeshi,Syed Wahiduzzaman Diamond,"Ferdous Ahmed, Popy, Shimla",drama,"['funeral', 'sabrina', 'child', 'usual', 'proper', 'clients', 'serve', 'carried', 'client', 'sells', 'believed', 'betrayed', 'corpse', 'frustrated', 'meantime']",2005s
Amar Praner Priya,Bangladeshi,Jakir Hossain Raju,"Shakib Khan, Bidya Sinha Mim",romance,"['prem', 'priyanka', 'brother', 'love', 'misa', 'people', 'rich', 'does', 'accident', 'misunderstands', 'clears', 'accusing', 'pure', 'reciprocate', 'guru']",2005s
Gohine Shobdo,Bangladeshi,Khalid Mahmud Mithu,"Mamnun Hasan Emon, Kushum Shikdar, Masum Aziz, Haidar Ali Khan","drama, romance ","['liberation', 'swapna', 'beggar', 'cycle', '1971', 'life', 'bangladesh', 'bengali', 'street', 'language', 'war', 'anti', 'senior', 'reality', 'struggle']",2010s
Khoj: The Search,Bangladeshi,Iftakar Chowdhury,"Ananta Jalil, Afiea Nusrat Barsha, Bobby, Sohel Rana, Nino, Iftakar Chowdhury",action,"['major', 'anwar', 'bangladesh', 'hussain', 'syndicate', 'features', 'rana', 'counter', 'villain', 'fictional', 'notorious', 'bobby', 'headed', 'agency', 'intelligence']",2010s
Number One Shakib Khan,Bangladeshi,Badiul Alam Khokon,"Shakib Khan, Apu Biswas, Anan",unknown,"['stand', 'thrilled', 'honesty', 'heroine', 'focuses', 'feet', 'cast', 'includes', 'ali', 'actor', 'struggles', 'raj', 'khan', 'popular', 'film']",2010s
Nissash Amar Tumi,Bangladeshi,Badiul Alam Khokon,"Shakib Khan, Apu Biswas",unknown,"['zamindar', 'ali', 'bobby', 'tomb', 'mother', 'house', 'loan', 'son', 'bear', 'grow', 'thrown', 'married', 'brother', 'slowly', 'desi']",2010s
Durbeen,Bangladeshi,Zafor Firoze,"Tamim, Zafor Firoze, Kaji Akhtarujjamn",drama,"['teacher', 'school', 'friends', 'inspires', 'good', 'beings', 'interesting', 'couldn', 'teaching', 'abroad', 'physically', 'sick', 'sudden', 'mentally', 'education']",2010s
Poran Jai Jaliya Re,Bangladeshi,Sohanur Rahman Sohan,"Shakib Khan, Purnima, Romana, Nodi, Misha Sawdagor, ATM Samshuzzaman",romance,"['stages', 'khan', 'journey', 'different', 'women', 'follows', 'named', 'young', 'meets', 'man', 'film', 'life', '16', '150', '15']",2010s
Dubshatar,Bangladeshi,Nurul Alam Atique,"Joya Ahsan, Ashok Bepari, Sahriar Shuvo, Wahida Mollick Jolly, Shrabastee Tinny",drama,"['girl', 'regarding', 'confront', 'world', 'individual', 'distant', 'existence', 'involving', 'minutes', 'kind', 'woman', 'rich', 'renu', 'poems', 'globe']",2010s
Moner Manush,Bangladeshi,Goutam Ghose,"Prosenjit Chatterjee, Raisul Islam Asad, Chanchal Chowdhury, Paoli Dam, Shahed Ali, Mir Naofil Ashrafi",drama,"['tagore', 'bengal', '19th', 'narrative', 'ideas', 'century', 'saga', 'padma', 'wisdom', 'intellectual', 'compassion', 'drew', 'stream', 'prey', 'tradition']",2010s
Runway,Bangladeshi,Tareque Masud,"Fazlul Haque, Nusrat Imroz Tisha, Rabeya Akter Moni, Jayanta Chattopadhyay",drama,"['islamic', 'bangladesh', 'hut', 'deals', 'international', 'frustrated', 'airport', 'near', 'small', 'boy', 'lives', 'young', 'story', '14', '13']",2010s
Amar Bondhu Rashed,Bangladeshi,Morshedul Islam,"Raisul Islam Asad, Humayra Himu,
Chowdhury Zawata Afnan,
Arman Parvez Murad
","war, drama","['liberation', 'war', '1971', 'bangladesh', 'matters', 'town', 'friends', 'understand', 'battle', 'fearless', 'detached', 'day', 'reflects', 'pakistani', 'conscious']",2010s
Kusum Kusum Prem,Bangladeshi,Mushfiqur Rahman Guljar,"Riaz, Ferdous Ahmed, Moushumi [10]",romance,"['prem', 'woman', 'life', '1944', '19', '18th', '18', '17', '16', '150', '15', '14', '13', '12', '11']",2010s
Tiger Number One,Bangladeshi,Shahin Sumon,"Shakib Khan, Amit Hasan, Sahara,
Nipun Akter
","action, romance","['focused', 'dangerous', 'innocent', 'killer', 'city', 'young', 'man', 'film', 'later', '150', '15', '14', '13', '12', '11']",2010s
Uttarer Sur,Bangladeshi,Shahnewaz Kakoli,"Utpal, Lucy, Meghla",drama,"['beg', 'everyday', 'sing', 'earn', 'experiences', 'singer', 'revolves', 'film', 'street', 'little', 'shows', 'living', 'daughter', 'story', 'life']",2010s
